candidate_id,source_raw_id,title,year,doi,url,source_channel,query_id,fulltext_status,pdf_url,landing_url,retrieval_note,pnce_decision,pnce_evidence,manual_review_note
FT020,RAW152,LoRaFarM: A LoRaWAN-Based Smart Farming Modular IoT Architecture,2020,10.3390/s20072028,https://doi.org/10.3390/s20072028,OpenAlex,Q4,pending_retrieval,,https://doi.org/10.3390/s20072028,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT021,RAW155,Energy-Efficient Edge-Fog-Cloud Architecture for IoT-Based Smart Agriculture Environment,2021,10.1109/access.2021.3101397,https://doi.org/10.1109/access.2021.3101397,OpenAlex,Q4,pending_retrieval,,https://doi.org/10.1109/access.2021.3101397,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT022,RAW165,Zoning irrigation smart system based on fuzzy control technology and IoT for water and energy saving,2021,10.1016/j.jclepro.2021.127001,https://doi.org/10.1016/j.jclepro.2021.127001,OpenAlex,Q5,pending_retrieval,,https://doi.org/10.1016/j.jclepro.2021.127001,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT023,RAW166,IoT in Precision Agriculture applications using Wireless Moisture Sensor Network,2016,10.1109/icos.2016.7881983,https://doi.org/10.1109/icos.2016.7881983,OpenAlex,Q5,pending_retrieval,,https://doi.org/10.1109/icos.2016.7881983,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT024,RAW167,Smart platform based on IoT and WSN for monitoring and control of a greenhouse in the context of precision agriculture,2023,10.1016/j.iot.2023.100830,https://doi.org/10.1016/j.iot.2023.100830,OpenAlex,Q5,pending_retrieval,,https://doi.org/10.1016/j.iot.2023.100830,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT025,RAW169,Smart System for Bicarbonate Control in Irrigation for Hydroponic Precision Farming,2018,10.3390/s18051333,https://doi.org/10.3390/s18051333,OpenAlex,Q5,pending_retrieval,,https://doi.org/10.3390/s18051333,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT026,RAW170,Design of an Intelligent Management System for Agricultural Greenhouses Based on the Internet of Things,2017,10.1109/cse-euc.2017.212,https://doi.org/10.1109/cse-euc.2017.212,OpenAlex,Q5,pending_retrieval,,https://doi.org/10.1109/cse-euc.2017.212,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT027,RAW171,Precision agriculture applications using wireless moisture sensor network,2015,10.1109/micc.2015.7725400,https://doi.org/10.1109/micc.2015.7725400,OpenAlex,Q5,pending_retrieval,,https://doi.org/10.1109/micc.2015.7725400,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT028,RAW172,Precision Agriculture for Greenhouses Using a Wireless Sensor Network,2017,10.1109/picict.2017.20,https://doi.org/10.1109/picict.2017.20,OpenAlex,Q5,pending_retrieval,,https://doi.org/10.1109/picict.2017.20,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT029,RAW173,The Precision Agriculture Based on Wireless Sensor Network with MQTT Protocol,2018,10.1088/1755-1315/207/1/012059,https://doi.org/10.1088/1755-1315/207/1/012059,OpenAlex,Q5,pending_retrieval,,https://doi.org/10.1088/1755-1315/207/1/012059,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT030,RAW174,An IoT based system for telemetry and control of Greenhouse environment,2019,10.1109/upcon47278.2019.8980258,https://doi.org/10.1109/upcon47278.2019.8980258,OpenAlex,Q5,pending_retrieval,,https://doi.org/10.1109/upcon47278.2019.8980258,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT031,RAW175,"Yield, quality and profitability of sensor-controlled irrigation: a case study of snapdragon (Antirrhinum majus L.) production",2016,10.1007/s00271-016-0511-y,https://doi.org/10.1007/s00271-016-0511-y,OpenAlex,Q5,pending_retrieval,,https://doi.org/10.1007/s00271-016-0511-y,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT032,RAW176,An Intelligent Wireless Sensor and Actuator Network System for Greenhouse Microenvironment Control and Assessment,2017,10.5307/jbe.2017.42.1.023,https://doi.org/10.5307/jbe.2017.42.1.023,OpenAlex,Q5,pending_retrieval,,https://doi.org/10.5307/jbe.2017.42.1.023,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT033,RAW177,Software Aspects of WSN for Monitoring in an Indian Greenhouse,2015,10.1109/cicn.2015.313,https://doi.org/10.1109/cicn.2015.313,OpenAlex,Q5,pending_retrieval,,https://doi.org/10.1109/cicn.2015.313,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT034,RAW179,Remote Monitoring and Smart Control System for Greenhouse Environmental and Automation Irrigations Based on WSNs and GSM Module,2020,10.1088/1757-899x/928/3/032037,https://doi.org/10.1088/1757-899x/928/3/032037,OpenAlex,Q5,pending_retrieval,,https://doi.org/10.1088/1757-899x/928/3/032037,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT035,RAW180,Game Theory-Based Multi-Hop Routing Protocol with Metaheuristic Optimization-Based Clustering Process in WSN for Precision Agriculture,2024,10.18280/jesa.570302,https://doi.org/10.18280/jesa.570302,OpenAlex,Q5,pending_retrieval,,https://doi.org/10.18280/jesa.570302,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT036,RAW181,Design of Smart Irrigation System in the Greenhouse Using WSN and Renewable Energies,2023,10.1007/978-3-031-21216-1_14,https://doi.org/10.1007/978-3-031-21216-1_14,OpenAlex,Q5,pending_retrieval,,https://doi.org/10.1007/978-3-031-21216-1_14,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT037,RAW184,Optimizing Environmental Parameters in Smart Greenhouse Design with IoT and Sensor Networks,2024,10.1109/iccds60734.2024.10560448,https://doi.org/10.1109/iccds60734.2024.10560448,OpenAlex,Q5,pending_retrieval,,https://doi.org/10.1109/iccds60734.2024.10560448,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT038,RAW189,Monitoring Plant Growth in a Greenhouse Using IoT with the Energy-Efficient Wireless Sensor Network,2022,10.1007/978-3-031-14748-7_5,https://doi.org/10.1007/978-3-031-14748-7_5,OpenAlex,Q5,pending_retrieval,,https://doi.org/10.1007/978-3-031-14748-7_5,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT039,RAW191,Edge Computing in Smart Agriculture Scenario Based on TinyML for Irrigation Control,2023,10.1109/wf-iot58464.2023.10539452,https://doi.org/10.1109/wf-iot58464.2023.10539452,OpenAlex,Q6,pending_retrieval,,https://doi.org/10.1109/wf-iot58464.2023.10539452,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT040,RAW192,A Comprehensive IoT edge based smart irrigation system for tomato cultivation,2024,10.1016/j.iot.2024.101356,https://doi.org/10.1016/j.iot.2024.101356,OpenAlex,Q6,pending_retrieval,,https://doi.org/10.1016/j.iot.2024.101356,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT041,RAW193,Edge IoT Prototyping Using Model-Driven Representations: A Use Case for Smart Agriculture,2024,10.3390/s24020495,https://doi.org/10.3390/s24020495,OpenAlex,Q6,pending_retrieval,,https://doi.org/10.3390/s24020495,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT042,RAW195,Smart agricultural monitoring system: a practical design approach,2022,10.1145/3567445.3569165,https://doi.org/10.1145/3567445.3569165,OpenAlex,Q6,pending_retrieval,,https://doi.org/10.1145/3567445.3569165,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT043,RAW196,Implementing an Efficient Architecture for Latency Optimisation in Smart Farming,2024,10.1109/access.2024.3466994,https://doi.org/10.1109/access.2024.3466994,OpenAlex,Q6,pending_retrieval,,https://doi.org/10.1109/access.2024.3466994,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT044,RAW197,A Wireless Sensor Network Integrated with Edge Computing for Real-Time Crop Monitoring and Automated Irrigation,2024,10.1109/tssa63730.2024.10864141,https://doi.org/10.1109/tssa63730.2024.10864141,OpenAlex,Q6,pending_retrieval,,https://doi.org/10.1109/tssa63730.2024.10864141,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT045,RAW207,Security and Privacy in Smart Farming: Challenges and Opportunities,2020,10.1109/access.2020.2975142,https://doi.org/10.1109/access.2020.2975142,OpenAlex,Q6,pending_retrieval,,https://doi.org/10.1109/access.2020.2975142,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT046,RAW215,Design and Implementation of Crop Automatic Diagnosis and Treatment System Based on Internet of Things,2021,10.1088/1742-6596/1883/1/012062,https://doi.org/10.1088/1742-6596/1883/1/012062,OpenAlex,Q7,pending_retrieval,,https://doi.org/10.1088/1742-6596/1883/1/012062,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT047,RAW216,Role of IoT in sustainable farming,2020,10.1201/b22627-8,https://doi.org/10.1201/b22627-8,OpenAlex,Q7,pending_retrieval,,https://doi.org/10.1201/b22627-8,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT048,RAW217,Design of Agricultural Irrigation Hydropower Dual Control Intelligent Equipment Based on NB-IoT Technology,2018,10.1145/3208854.3208897,https://doi.org/10.1145/3208854.3208897,OpenAlex,Q7,pending_retrieval,,https://doi.org/10.1145/3208854.3208897,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT049,RAW242,Intelligent Data Analytics Framework for Precision Farming Using IoT and Regressor Machine Learning Algorithms,2022,10.3390/app12199992,https://doi.org/10.3390/app12199992,OpenAlex,Q8,pending_retrieval,,https://doi.org/10.3390/app12199992,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT050,RAW245,"Intelligent greenhouse monitoring and control scheme: An arrangement of Sensors, Raspberry Pi based Embedded System and IoT platform",2020,10.17485/ijst/v13i27.311,https://doi.org/10.17485/ijst/v13i27.311,OpenAlex,Q8,pending_retrieval,,https://doi.org/10.17485/ijst/v13i27.311,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT051,RAW246,Greenhouse Climate Controller by Using of Internet of Things Technology and Fuzzy Logic,2021,10.18280/i2m.200105,https://doi.org/10.18280/i2m.200105,OpenAlex,Q8,pending_retrieval,,https://doi.org/10.18280/i2m.200105,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT052,RAW248,Design and Manufacture of a Smart Greenhouse with Supervisory Control of Environmental Parameters Using Fuzzy Inference Controller,2020,10.1109/icspis51611.2020.9349619,https://doi.org/10.1109/icspis51611.2020.9349619,OpenAlex,Q8,pending_retrieval,,https://doi.org/10.1109/icspis51611.2020.9349619,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT053,RAW249,An Integrated IoT Sensor-Camera System toward Leveraging Edge Computing for Smart Greenhouse Mushroom Cultivation,2024,10.3390/agriculture14030489,https://doi.org/10.3390/agriculture14030489,OpenAlex,Q8,pending_retrieval,,https://doi.org/10.3390/agriculture14030489,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT054,RAW250,IoT Based Smart Greenhouse Design with an Intelligent Supervisory Fuzzy Optimized Controller,2021,10.1109/icwr51868.2021.9443022,https://doi.org/10.1109/icwr51868.2021.9443022,OpenAlex,Q8,pending_retrieval,,https://doi.org/10.1109/icwr51868.2021.9443022,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT055,RAW251,Adaptive Deep Learning Model to Enhance Smart Greenhouse Agriculture,2023,10.32604/cmc.2023.042179,https://doi.org/10.32604/cmc.2023.042179,OpenAlex,Q8,pending_retrieval,,https://doi.org/10.32604/cmc.2023.042179,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT056,RAW252,Smart Greenhouse Control via NB-IoT,2022,10.32604/iasc.2022.026927,https://doi.org/10.32604/iasc.2022.026927,OpenAlex,Q8,pending_retrieval,,https://doi.org/10.32604/iasc.2022.026927,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT057,RAW254,A drip irrigation prediction system in a greenhouse based on long short-term memory and connected objects,2023,10.23939/mmc2023.02.524,https://doi.org/10.23939/mmc2023.02.524,OpenAlex,Q8,pending_retrieval,,https://doi.org/10.23939/mmc2023.02.524,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT058,RAW257,Smart Nursery with Health Monitoring System Through Integration of IoT and Machine Learning,2020,10.1108/978-1-83909-099-820201017,https://doi.org/10.1108/978-1-83909-099-820201017,OpenAlex,Q8,pending_retrieval,,https://doi.org/10.1108/978-1-83909-099-820201017,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT059,RAW259,"Smart Hydroponic Greenhouse (Sensing, Monitoring and Control) Prototype Based on Arduino and IOT",2021,10.9734/ijpss/2021/v33i430430,https://doi.org/10.9734/ijpss/2021/v33i430430,OpenAlex,Q8,pending_retrieval,,https://doi.org/10.9734/ijpss/2021/v33i430430,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT060,RAW260,Developing a new IoT network topology for effective Greenhouse Monitoring and Control,2025,10.1016/j.procs.2025.07.183,https://doi.org/10.1016/j.procs.2025.07.183,OpenAlex,Q8,pending_retrieval,,https://doi.org/10.1016/j.procs.2025.07.183,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT061,RAW261,A Hybrid IoT and Machine Learning Framework for Smart Greenhouse Automation in Sustainable Agriculture,2025,10.54392/irjmt2545,https://doi.org/10.54392/irjmt2545,OpenAlex,Q8,pending_retrieval,,https://doi.org/10.54392/irjmt2545,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT062,RAW262,IoT-based monitoring and control for optimized plant growth in smart greenhouses using soil and hydroponic systems,2025,10.1016/j.iot.2025.101710,https://doi.org/10.1016/j.iot.2025.101710,OpenAlex,Q8,pending_retrieval,,https://doi.org/10.1016/j.iot.2025.101710,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT063,RAW263,Intelligent Greenhouse cultivation empowered in IoT ecosystem,2021,10.1109/agers53903.2021.9617304,https://doi.org/10.1109/agers53903.2021.9617304,OpenAlex,Q8,pending_retrieval,,https://doi.org/10.1109/agers53903.2021.9617304,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT064,RAW264,Monitoring of Smart Greenhouse Using Internet of Things (IoT),2024,10.1007/978-981-99-9610-0_19,https://doi.org/10.1007/978-981-99-9610-0_19,OpenAlex,Q8,pending_retrieval,,https://doi.org/10.1007/978-981-99-9610-0_19,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT065,RAW265,LoRaWAN based internet of things (IoT) system for precision irrigation in plasticulture fresh-market tomato,2022,10.1016/j.atech.2022.100053,https://doi.org/10.1016/j.atech.2022.100053,OpenAlex,Q9,pending_retrieval,,https://doi.org/10.1016/j.atech.2022.100053,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT066,RAW266,Development of an IoT-Based Precision Irrigation System for Tomato Production from Indoor Seedling Germination to Outdoor Field Production,2023,10.3390/app13095556,https://doi.org/10.3390/app13095556,OpenAlex,Q9,pending_retrieval,,https://doi.org/10.3390/app13095556,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT067,RAW267,&amp;lt;i&amp;gt;Internet of Things (IoT)-based Precision Irrigation with LoRaWAN Technology Applied to High Tunnel Vegetable Production&amp;lt;/i&amp;gt;,2020,10.13031/aim.202000762,https://doi.org/10.13031/aim.202000762,OpenAlex,Q9,pending_retrieval,,https://doi.org/10.13031/aim.202000762,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
FT068,RAW268,Internet of Things (IoT)-Based Precision Irrigation With LoRaWAN Technology Applied to Vegetable Production,2021,10.13031/aim.202100877,https://doi.org/10.13031/aim.202100877,OpenAlex,Q9,pending_retrieval,,https://doi.org/10.13031/aim.202100877,,pending_fulltext,,"Read full text. Accept only if P: irrigation/greenhouse/agriculture plant, N: network/communication constraint, C: closed-loop/control/actuation, E: quantitative evaluation."
