unique_id,source_raw_id,title,year,doi,source_channel,query_id,pnce_status,decision,reason_code,evidence_basis
U011,RAW011,Learning-based multi-agent MPC for irrigation scheduling,2024,10.1016/j.conengprac.2024.105908,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U012,RAW012,Robust sample-based model predictive control of a greenhouse system with parametric uncertainty,2022,10.1016/j.ifacol.2022.11.135,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U013,RAW013,Smart Irrigation System Considering Optimal Energy Management Based on Model Predictive Control (MPC),2022,10.3390/app12094235,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U014,RAW014,Robust model predictive control for greenhouse temperature based on particle swarm optimization,2018,10.1016/j.inpa.2018.04.003,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U015,RAW015,Event-Triggered Control for Scalar Networked Systems with Random Delays,2025,10.1109/aiea66061.2025.11160534,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U016,RAW016,Energy-Efficient Wireless Communication Strategy for Precision Agriculture Irrigation Control,2021,10.3390/s21165541,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U017,RAW017,Self-triggered Control with Energy Harvesting Sensor Nodes,2023,10.1145/3597311,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U018,RAW018,A Sensitivity-Based Approach to Self-Triggered Nonlinear Model Predictive Control,2024,10.1109/access.2024.3480522,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U019,RAW019,Self-Triggered DMPC for Dynamically Coupled Systems With Reduced Conservatism,2025,10.1109/tii.2025.3593862,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U020,RAW020,Self-Triggered Distributed Model Predictive Control with Synchronization Parameters Interaction,2024,10.48550/arxiv.2405.11006,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U021,RAW021,Event-Based Sensor Data Scheduling: Trade-Off Between Communication Rate and Estimation Quality,2013,10.1109/tac.2012.2215253,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U022,RAW022,A survey on recent advances in event-triggered communication and control,2018,,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U023,RAW023,Data-driven-based fully distributed event-triggered control for nonlinear multi-agent systems,2025,10.1016/j.amc.2025.129307,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U024,RAW024,Event-Triggered Distributed Optimal Bipartite Consensus Control for Multi-Agent Systems via Adaptive Dynamic Programming,2025,10.1109/crc67523.2025.11288265,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U025,RAW025,Disturbance Rejection Self-Triggered Distributed MPC With Adaptive Prediction Horizon for Asynchronous Multiagent Systems,2024,10.1109/tsmc.2024.3350157,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U026,RAW026,Semi–Global Exponential Stabilization of Nonlinear Time–Delay Systems via Sampled–Data Event–Triggered Controllers,2025,10.1109/cdc57313.2025.11312052,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U027,RAW027,Observer-based AE-T cooperative DMPC for a class of interconnected nonlinear systems with time delay and unmodeled dynamics,2025,10.1080/00207721.2025.2467224,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U028,RAW028,The event-triggered sampling optimization criterion for distributed networked monitoring and control systems,,10.1109/icit.2003.1290814,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U029,RAW029,Stability of output event-based control systems through quadratic trigger functions,2015,10.1109/etfa.2015.7301402,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U030,RAW030,A Learning Approach for Joint Design of Event-Triggered Control and Power-Efficient Resource Allocation,2022,10.1109/tvt.2022.3159739,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U031,RAW031,Intelligent Condensation Irrigation System Based on Internet of Things,2023,10.1109/icmsp58539.2023.10170873,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U032,RAW032,"Control, And Monitoring System Design Cultivation of Lettude Using Method Aeroponics Based on Smart Farming",2025,10.1109/tssa68467.2025.11303843,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U033,RAW034,Design and performance of nutrient dosing control system for hydroponic chilli plant using fuzzy logic controller,2025,10.55981/j.mev.2025.910,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U034,RAW035,Smart greenhouse construction and irrigation control system for optimal Brassica Juncea development,2023,10.1371/journal.pone.0292971,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U035,RAW036,Design and Development of IoT Smart Drip Irrigation and Fertigation Prototype for Small and Medium Scale Farmers. Acase Study of Tomato Farmers in Tanzania,2025,10.1007/s40030-024-00857-7,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U036,RAW037,IoT-Enabled Adaptive Watering System With ARIMA-Based Soil Moisture Prediction for Smart Agriculture,2025,10.1109/access.2025.3532447,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U037,RAW038,"Smart IoT Irrigation System Based on Fuzzy Logic, LoRa, and Cloud Integration",2024,10.3390/electronics13101949,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U038,RAW039,Evaluation of event-based irrigation system control scheme for tomato crops in greenhouses,2017,10.1016/j.agwat.2016.08.008,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U039,RAW040,System Design of Online Monitoring and Controlling System Based on Zigbee in Greenhouse,2015,10.1007/978-3-319-19620-6_76,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U040,RAW041,Research on Precision Paddy Field Irrigation Control Technology Based on Multi-Source Sensing Hybrid Model,2025,10.62762/dia.2025.680966,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U041,RAW042,Sustainable Smart Irrigation System (SIS) using solar PV with rainwater harvesting technique for indoor plants,2025,10.1371/journal.pone.0316911,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U042,RAW043,A Solar-Powered Fertigation System Based on Low-Cost Wireless Sensor Network Remotely Controlled by Farmer for Irrigation Cycles and Crops Growth Optimization,2020,10.24425/ijet.2019.130266,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U043,RAW044,Design and Implementation of an Autonomous Intelligent Fertigation System for Cross-Regional Applications,2025,10.3390/act14090413,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U044,RAW045,Research and Development of an IoT Smart Irrigation System for Farmland Based on LoRa and Edge Computing,2025,10.3390/agronomy15020366,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U045,RAW046,Leveraging LoRaWAN technology for precision agriculture in greenhouses,2020,10.3390/s20071827,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U046,RAW047,"Hybrid LoRaWAN–MQTT Architecture for Portable Smart Greenhouses: Cross-Layer Validation of Latency, Energy, and ADMR Trade-Offs",2025,10.1109/access.2025.3643617,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U047,RAW048,LoRa-Based Smart Agriculture Monitoring and Automatic Irrigation System,2025,10.4236/jcc.2025.133001,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U048,RAW049,Wireless sensor networks for greenhouse climate and plant condition assessment,2017,10.1016/j.biosystemseng.2016.11.005,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U049,RAW050,WIRELESS SENSOR NETWORK BASED REMOTE DRIP IRRIGATION SYSTEM,2018,10.21923/jesd.443576,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U050,RAW051,IoT Based Smart Automated Agriculture and Real Time Monitoring System,2021,10.1109/icosec51865.2021.9591855,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U051,RAW052,"Design, Implementation, and Empirical Validation of an IoT Smart Irrigation System for Fog Computing Applications Based on LoRa and LoRaWAN Sensor Nodes",2020,10.3390/s20236865,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U052,RAW055,Design of IoT Monitoring System Based on LoRaWAN Architecture for Smart Green House,2022,10.1088/1755-1315/1012/1/012090,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U053,RAW056,Research and Design of Greenhouse Environment Monitoring System Based on NB-IoT,2021,10.1109/ccdc52312.2021.9601377,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U054,RAW057,Smart Agriculture: Automated Controlled Monitoring System using Internet of Things,2019,10.35940/ijrte.c6538.098319,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U055,RAW058,Wireless sensor network to identify the reduction of meteorological gradients in greenhouse in subtropical conditions,2020,10.4081/jae.2020.1105,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U056,RAW059,Smart Water Management Platform: IoT-Based Precision Irrigation for Agriculture,2019,10.3390/s19020276,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U057,RAW060,Monitoring Citrus Soil Moisture and Nutrients Using an IoT Based System,2017,10.3390/s17030447,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U058,RAW061,Using a Novel Wireless-Networked Decentralized Control Scheme under Unpredictable Environmental Conditions,2015,10.3390/s151128690,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U059,RAW062,A High Availability Networked Control System Architecture for Precision Agriculture,2018,10.1109/comapp.2018.8460420,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U060,RAW063,A layered IoT architecture for greenhouse monitoring and remote control,2019,10.1007/s42452-019-0227-8,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U061,RAW064,Context-aware control and monitoring system with IoT and cloud support,2019,10.1016/j.compag.2019.03.005,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U062,RAW065,"Stability analysis for networked control systems with sampling, transmission protocols and input delays",2021,10.1016/j.nahs.2020.100974,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U063,RAW066,Robust Wireless Sensor and Actuator Networks for Networked Control Systems,2019,10.3390/s19071535,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U064,RAW067,Smart &amp; Green: An Internet-of-Things Framework for Smart Irrigation,2019,10.3390/s20010190,existing_core68,CORE68,included_core,include_verified_core,verified_core68_prior_audit,metadata/title/abstract automated screen; full-text required for candidate_core
U065,RAW069,Renewable Energy Integration Into Cloud &amp; IoT-Based Smart Agriculture,2021,10.1109/access.2021.3138160,OpenAlex,Q1,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U066,RAW070,Applications of Artificial Neural Networks in Greenhouse Technology and Overview for Smart Agriculture Development,2020,10.3390/app10113835,OpenAlex,Q1,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U067,RAW071,"IoT Vulnerability Assessment for Sustainable Computing: Threats, Current Solutions, and Open Challenges",2020,10.1109/access.2020.3022842,OpenAlex,Q1,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U068,RAW072,A comprehensive survey on digital twin for future networks and emerging Internet of Things industry,2024,10.1016/j.comnet.2024.110350,OpenAlex,Q1,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U069,RAW073,A Survey on Trustworthiness for the Internet of Things,2021,10.1109/access.2021.3066457,OpenAlex,Q1,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U070,RAW074,"Sustainable Water Management in Horticulture: Problems, Premises, and Promises",2024,10.3390/horticulturae10090951,OpenAlex,Q1,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U071,RAW075,Dimensions of Internet of Things: Technological Taxonomy Architecture Applications and Open Challenges—A Systematic Review,2022,10.1155/2022/9148373,OpenAlex,Q1,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U072,RAW076,The Recent Technological Trends of Smart Irrigation Systems in Smart Farming: A Review,2023,10.12785/ijcds/1401104,OpenAlex,Q1,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U073,RAW077,"SMAC-Based WSN Protocol-Current State of the Art, Challenges, and Future Directions",2022,10.1155/2022/6707413,OpenAlex,Q1,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U074,RAW078,Design and optimisation of automated hydraulic gate control systems for flood control,2024,10.31548/machinery/4.2024.58,OpenAlex,Q1,exclude,exclude,R04_out_of_agriculture_scope,metadata/title/abstract automated screen; full-text required for candidate_core
U075,RAW079,"Concerns of Ethical and Privacy in the Rapid Advancement of Artificial Intelligence: Directions, Challenges, and Solutions",2024,10.18196/jrc.v5i6.24090,OpenAlex,Q1,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U076,RAW080,"Distributed design of ultra large-scale control systems: Progress, Challenges, and Prospects",2025,10.1016/j.arcontrol.2025.100987,OpenAlex,Q1,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U077,RAW081,High-Order Neural-Network-Based Multi-Model Nonlinear Adaptive Decoupling Control for Microclimate Environment of Plant Factory,2023,10.3390/s23198323,OpenAlex,Q1,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U078,RAW082,THE MECHANISM OF DIGITAL TRANSFORMATION OF AGRICULTURE,2023,10.12709/mest.11.11.02.09,OpenAlex,Q1,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U079,RAW083,IOT-BASED SMART AGRICULTURE USING CLOUD BASED STORAGE,2022,10.56726/irjmets31282,OpenAlex,Q1,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U080,RAW084,PLC Based Smart Irrigation System,2019,10.22214/ijraset.2019.6064,OpenAlex,Q1,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U081,RAW085,Smart Greenhouse Management: Harnessing Artificial Intelligence for Sustainable Farming,2025,10.21203/rs.3.rs-7557629/v1,OpenAlex,Q1,exclude,exclude,R03_no_clear_network_control_component,metadata/title/abstract automated screen; full-text required for candidate_core
U082,RAW086,Living at the Edge? Optimizing availability in IoT,2020,10.1007/978-3-030-41110-7_5,OpenAlex,Q1,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U083,RAW087,Reliable Communications for the Industrial Internet of Things,2020,,OpenAlex,Q1,exclude,exclude,R04_out_of_agriculture_scope,metadata/title/abstract automated screen; full-text required for candidate_core
U084,RAW088,Διάχυση πληροφορίας και κυρίαρχα σύνολα σε ασύρματα δίκτυα αισθητήρων,2019,10.12681/eadd/46723,OpenAlex,Q1,exclude,exclude,R04_out_of_agriculture_scope,metadata/title/abstract automated screen; full-text required for candidate_core
U085,RAW089,Technology Trends and Opportunities for Construction Industry and Lifecycle Management,2017,,OpenAlex,Q1,exclude,exclude,R04_out_of_agriculture_scope,metadata/title/abstract automated screen; full-text required for candidate_core
U086,RAW090,Event-Triggered Distributed Fixed-Time Adaptive Attitude Control With Prescribed Performance for Multiple QUAVs,2023,10.1109/tase.2023.3297235,OpenAlex,Q2,exclude,exclude,R04_out_of_agriculture_scope,metadata/title/abstract automated screen; full-text required for candidate_core
U087,RAW091,Early Drought Detection in Maize Using UAV Images and YOLOv8+,2024,10.3390/drones8050170,OpenAlex,Q2,exclude,exclude,R03_no_clear_network_control_component,metadata/title/abstract automated screen; full-text required for candidate_core
U088,RAW092,Research Status and Development Trends of Deep Reinforcement Learning in the Intelligent Transformation of Agricultural Machinery,2025,10.3390/agriculture15111223,OpenAlex,Q2,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U089,RAW093,Influence of the Height in a Colombian Multi-Tunnel Greenhouse on Natural Ventilation and Thermal Behavior: Modeling Approach,2021,10.3390/su132413631,OpenAlex,Q2,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U090,RAW094,A Multi-Agent Deep Reinforcement Learning System for Governmental Interoperability,2025,10.3390/app15063146,OpenAlex,Q2,exclude,exclude,R04_out_of_agriculture_scope,metadata/title/abstract automated screen; full-text required for candidate_core
U091,RAW095,Synergistic Integration Between Machine Learning and Agent-Based Modeling: A Multidisciplinary Review,2021,10.1109/tnnls.2021.3106777,OpenAlex,Q2,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U092,RAW096,Wireless control: Retrospective and open vistas,2024,10.1016/j.arcontrol.2024.100972,OpenAlex,Q2,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U093,RAW097,Autonomous Driving in Agricultural Machinery: Advancing the Frontier of Precision Agriculture,2025,10.3390/act14090464,OpenAlex,Q2,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U094,RAW098,Quasi-Consensus of Time-Varying Multi-Agent Systems with External Inputs under Deception Attacks,2022,10.3390/e24040447,OpenAlex,Q2,exclude,exclude,R04_out_of_agriculture_scope,metadata/title/abstract automated screen; full-text required for candidate_core
U095,RAW099,An Overview of Model-Free Adaptive Control for the Wheeled Mobile Robot,2024,10.3390/wevj15090396,OpenAlex,Q2,exclude,exclude,R04_out_of_agriculture_scope,metadata/title/abstract automated screen; full-text required for candidate_core
U096,RAW100,Production Data Management of Smart Farming Based on Shili Theory,2023,10.3390/agriculture13040751,OpenAlex,Q2,exclude,exclude,R03_no_clear_network_control_component,metadata/title/abstract automated screen; full-text required for candidate_core
U097,RAW101,Next generation cyber-physical water distribution systems,2016,10.25560/52704,OpenAlex,Q2,exclude,exclude,R04_out_of_agriculture_scope,metadata/title/abstract automated screen; full-text required for candidate_core
U098,RAW103,"Classification Evolution, Control Strategy Innovation, and Future Challenges of Vehicle Suspension Systems: A Review",2025,10.3390/act14100485,OpenAlex,Q2,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U099,RAW105,"Smart IoT Solutions: Revolutionizing Agriculture, Urban Infrastructure, and Cybersecurity",2024,10.62311/nesx/rb978-81-982460-5-9,OpenAlex,Q2,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U100,RAW106,Research on Early Warning Method of Plough Layer Thickness of Cultivated Land in Black Soil Driven by Rainfall Events,2024,10.62051/10.62051/ijnres.v2n1.11,OpenAlex,Q2,exclude,exclude,R03_no_clear_network_control_component,metadata/title/abstract automated screen; full-text required for candidate_core
U101,RAW107,Proposing a conceptualized framework for managing smart water management system in smart cities in India,2025,10.63682/fhi2817,OpenAlex,Q2,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U102,RAW108,Robust Model Predictive Control with Aperiodic Actuation: Employing a Decentralized Triggering Mechanism,2017,,OpenAlex,Q2,exclude,exclude,R04_out_of_agriculture_scope,metadata/title/abstract automated screen; full-text required for candidate_core
U103,RAW109,Research on the Three-Level Integrated Environmental Evaluation Model for Multi-Greenhouse Potatoes,2024,10.3390/agriculture14071043,OpenAlex,Q2,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U104,RAW110,Event and Time-Triggered Control Module Layers for Individual Robot Control Architectures of Unmanned Agricultural Ground Vehicles,2017,,OpenAlex,Q2,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U105,RAW111,CCDC 2019 Front Matter,2019,10.1109/ccdc.2019.8832861,OpenAlex,Q2,exclude,exclude,R04_out_of_agriculture_scope,metadata/title/abstract automated screen; full-text required for candidate_core
U106,RAW112,[Front matter],2018,10.1109/ccdc.2018.8407035,OpenAlex,Q2,exclude,exclude,R04_out_of_agriculture_scope,metadata/title/abstract automated screen; full-text required for candidate_core
U107,RAW114,Holistic Control for Cyber-Physical Systems,2021,10.7936/31bn-m317,OpenAlex,Q2,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U108,RAW115,Model predictive control and its application in agriculture: A review,2018,10.1016/j.compag.2018.06.004,OpenAlex,Q3,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U109,RAW116,Renewable energy-powered semi-closed greenhouse for sustainable crop production using model predictive control and machine learning for energy management,2022,10.1016/j.rser.2022.112790,OpenAlex,Q3,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U110,RAW117,A model predictive controller for precision irrigation using discrete lagurre networks,2021,10.1016/j.compag.2020.105953,OpenAlex,Q3,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U111,RAW119,Model Predictive Control Structures for Periodic ON–OFF Irrigation,2023,10.1109/access.2023.3277618,OpenAlex,Q3,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U112,RAW120,Hierarchical model predictive control for managing agricultural greenhouse systems,2022,10.1109/iai55780.2022.9976658,OpenAlex,Q3,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U113,RAW121,Advanced Monitoring and Management Systems for Improving Sustainability in Precision Irrigation,2017,10.3390/su9030353,OpenAlex,Q3,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
U114,RAW122,An Overview of Smart Irrigation Management for Improving Water Productivity under Climate Change in Drylands,2023,10.3390/agronomy13082113,OpenAlex,Q3,candidate_core,fulltext_candidate,title/abstract contains agriculture + network/control PNCE terms,metadata/title/abstract automated screen; full-text required for candidate_core
U115,RAW123,Demand-side management in industrial sector: A review of heavy industries,2021,10.1016/j.rser.2021.111963,OpenAlex,Q3,exclude,exclude,R02_wrong_document_type_or_domain,metadata/title/abstract automated screen; full-text required for candidate_core
